date,close,high,low,open,volume,tic
2016-01-04,23.834373474121094,26.342500686645508,25.5,25.65250015258789,270597600,AAPL
2016-01-04,91.97000122070312,92.0,90.54000091552734,91.7699966430664,2993800,ADBE
2016-01-04,45.21424102783203,54.470001220703125,53.630001068115234,54.2400016784668,2648900,ADI
2016-01-04,67.2880630493164,83.19000244140625,81.25,82.93000030517578,2246300,ADP
2016-01-04,60.310001373291016,60.540000915527344,59.2400016784668,60.0099983215332,2070700,ADSK5
2016-01-04,42.00262451171875,58.36000061035156,57.529998779296875,57.81999969482422,4087800,AEP
